Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
07/22/2020,02/01/2020,07/11/2020,New York City,Female,25-34 years,54,230,22,15,,62,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York City,Female,35-44 years,115,431,53,35,,134,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York City,Female,45-54 years,391,"1,054",185,141,33,439,
07/22/2020,02/01/2020,07/11/2020,New York City,Female,55-64 years,"1,047","2,537",532,423,68,"1,168",
07/22/2020,02/01/2020,07/11/2020,New York City,Female,65-74 years,"1,745","4,252",903,677,88,"1,986",
07/22/2020,02/01/2020,07/11/2020,New York City,Female,75-84 years,"2,266","5,759","1,245",918,89,"2,611",
07/22/2020,02/01/2020,07/11/2020,New York City,Female,85 years and over,"2,709","9,509","1,503","1,015",89,"3,221",
07/22/2020,02/01/2020,07/11/2020,New York City,Female,All ages,"8,340","23,962","4,453","3,229",379,"9,639",
07/22/2020,02/01/2020,07/11/2020,New York City,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,New York City Total,All,All Ages,"20,460","52,071","10,517","7,882",962,"23,225",
07/22/2020,02/01/2020,07/11/2020,North Carolina,Male,Under 1 year,0,150,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Carolina,Male,1-4 years,0,18,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Carolina,Male,5-14 years,0,31,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,North Carolina,Male,15-24 years,,341,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Carolina,Male,25-34 years,,594,15,,0,20,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Carolina,Male,35-44 years,20,794,27,,,44,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Carolina,Male,45-54 years,44,"1,265",64,18,,98,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Carolina,Male,55-64 years,85,"2,846",180,34,32,263,
07/22/2020,02/01/2020,07/11/2020,North Carolina,Male,65-74 years,148,"4,317",341,55,22,455,
07/22/2020,02/01/2020,07/11/2020,North Carolina,Male,75-84 years,191,"4,658",413,74,17,547,
07/22/2020,02/01/2020,07/11/2020,North Carolina,Male,85 years and over,155,"3,694",343,69,18,446,
07/22/2020,02/01/2020,07/11/2020,North Carolina,Male,All ages,652,"18,708","1,387",260,106,"1,883",
07/22/2020,02/01/2020,07/11/2020,North Carolina,Female,Under 1 year,0,128,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Carolina,Female,1-4 years,0,13,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Carolina,Female,5-14 years,0,31,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Carolina,Female,15-24 years,0,139,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Carolina,Female,25-34 years,,266,,0,,13,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Carolina,Female,35-44 years,,436,23,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Carolina,Female,45-54 years,23,849,45,11,11,68,
07/22/2020,02/01/2020,07/11/2020,North Carolina,Female,55-64 years,41,"1,955",137,17,20,181,
07/22/2020,02/01/2020,07/11/2020,North Carolina,Female,65-74 years,104,"3,244",232,38,31,329,
07/22/2020,02/01/2020,07/11/2020,North Carolina,Female,75-84 years,168,"4,591",344,60,20,472,
07/22/2020,02/01/2020,07/11/2020,North Carolina,Female,85 years and over,226,"6,392",435,68,27,620,
07/22/2020,02/01/2020,07/11/2020,North Carolina,Female,All ages,570,"18,044","1,227",195,121,"1,723",
07/22/2020,02/01/2020,07/11/2020,North Carolina,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Carolina Total,All,All Ages,"1,222","36,756","2,614",455,227,"3,606",
07/22/2020,02/01/2020,07/11/2020,North Dakota,Male,Under 1 year,0,11,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Male,15-24 years,0,25,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Male,25-34 years,0,64,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Male,35-44 years,,76,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Male,45-54 years,,110,14,,0,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Male,55-64 years,11,239,23,,0,27,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Male,65-74 years,11,371,32,,,45,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Male,75-84 years,13,411,44,,,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Male,85 years and over,20,463,39,,,56,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Male,All ages,61,"1,779",162,22,,209,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Female,Under 1 year,0,12,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,North Dakota,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Female,15-24 years,0,11,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,North Dakota,Female,25-34 years,0,20,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Female,35-44 years,0,31,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Female,45-54 years,0,54,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Female,55-64 years,,132,,0,0,10,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Female,65-74 years,,210,22,,,29,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Female,75-84 years,14,363,31,,,47,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Female,85 years and over,22,693,49,,,69,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Female,All ages,43,"1,529",118,,12,165,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,North Dakota,Unknown,All ages,0,0,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,North Dakota Total,All,All Ages,104,"3,308",280,30,20,374,
07/22/2020,02/01/2020,07/11/2020,Ohio,Male,Under 1 year,0,207,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Ohio,Male,1-4 years,0,39,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Ohio,Male,5-14 years,0,58,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Ohio,Male,15-24 years,,413,,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Ohio,Male,25-34 years,,953,17,,,25,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Ohio,Male,35-44 years,21,"1,196",34,,,53,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Ohio,Male,45-54 years,59,"2,000",96,29,11,137,
07/22/2020,02/01/2020,07/11/2020,Ohio,Male,55-64 years,181,"4,607",279,82,29,407,
07/22/2020,02/01/2020,07/11/2020,Ohio,Male,65-74 years,347,"6,661",491,142,33,729,
07/22/2020,02/01/2020,07/11/2020,Ohio,Male,75-84 years,399,"7,017",588,191,23,819,
07/22/2020,02/01/2020,07/11/2020,Ohio,Male,85 years and over,407,"6,727",540,163,13,797,
07/22/2020,02/01/2020,07/11/2020,Ohio,Male,All ages,"1,419","29,878","2,052",614,122,"2,979",
07/22/2020,02/01/2020,07/11/2020,Ohio,Female,Under 1 year,0,168,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Ohio,Female,1-4 years,0,22,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Ohio,Female,5-14 years,0,39,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Ohio,Female,15-24 years,,164,,,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Ohio,Female,25-34 years,,452,10,0,,19,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Ohio,Female,35-44 years,,655,17,,,31,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Ohio,Female,45-54 years,24,"1,264",72,12,,93,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Ohio,Female,55-64 years,89,"2,982",203,44,19,267,
07/22/2020,02/01/2020,07/11/2020,Ohio,Female,65-74 years,191,"4,841",310,77,24,448,
07/22/2020,02/01/2020,07/11/2020,Ohio,Female,75-84 years,384,"7,017",510,147,31,777,
07/22/2020,02/01/2020,07/11/2020,Ohio,Female,85 years and over,584,"10,958",674,228,36,"1,066",
07/22/2020,02/01/2020,07/11/2020,Ohio,Female,All ages,"1,284","28,562","1,802",512,138,"2,711",
07/22/2020,02/01/2020,07/11/2020,Ohio,Unknown,All ages,0,,0,0,0,0,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Ohio Total,All,All Ages,"2,703","58,441","3,854","1,126",260,"5,690",
07/22/2020,02/01/2020,07/11/2020,Oklahoma,Male,Under 1 year,0,64,,0,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Oklahoma,Male,1-4 years,0,17,0,0,0,0,
07/22/2020,02/01/2020,07/11/2020,Oklahoma,Male,5-14 years,0,26,0,0,,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Oklahoma,Male,15-24 years,,131,,,0,,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Oklahoma,Male,25-34 years,,261,14,,,16,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
07/22/2020,02/01/2020,07/11/2020,Oklahoma,Male,35-44 years,,376,21,,,24,One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards.
